Wall time,Step,Value
1628779732.466379,1,0.0
1628779764.7294855,3,0.0
1628779781.1650968,4,0.0
1628779797.9065437,5,0.0
1628779875.6911683,10,0.0
1628779892.090152,11,0.0
1628779908.1725783,12,0.0
1628779957.3400865,15,0.0
1628779973.7763014,16,0.0
1628779990.1539373,17,0.0
1628780023.1553774,19,0.0
1628780039.3349254,20,0.0
1628780056.0721354,21,0.0
1628780088.9737015,23,0.0
1628780105.4425724,24,0.0
1628780155.004568,27,0.0
1628780171.713174,28,0.0
1628780188.2115943,29,0.0
1628780204.86925,30,0.0
1628780221.6425338,31,0.0
1628780268.8404005,34,0.0
1628780285.4200656,35,0.0
1628780319.1513724,37,0.0
1628780335.947144,38,0.0
1628780351.7417998,39,0.0
1628780368.3553429,40,0.0
1628780385.1662388,41,0.0
1628780496.2496302,48,0.0
1628780513.195127,49,0.0
1628780530.0875618,50,0.0
1628780546.9893064,51,0.0
1628780563.8138108,52,0.0
1628780580.5327058,53,0.0
1628780597.5443158,54,0.0
1628780614.4388275,55,0.0
1628780631.4969625,56,0.0
1628780665.4418378,58,0.0
1628780716.326159,61,0.0
1628780733.4658647,62,0.0
1628780750.4542055,63,0.0
1628780767.359156,64,0.0
1628780801.3396406,66,0.0
1628780818.263783,67,0.0
1628780835.2167468,68,0.0
1628780852.1173818,69,0.0
1628780886.3518903,71,0.0
1628780903.4514775,72,0.0
1628780937.5368295,74,0.0
1628780971.3609164,76,0.0
1628781004.948764,78,0.0
1628781021.7998478,79,0.0
1628781038.3866289,80,0.0
1628781055.4752376,81,0.0
1628781089.2110658,83,0.0
1628781106.4885185,84,0.0
1628781132.4410665,86,0.0
1628781149.516149,87,0.0
1628781166.4976485,88,0.0
1628781200.3568473,90,0.0
1628781217.6599011,91,0.0
1628781302.7492797,96,0.0
1628781319.8729815,97,0.0
1628781371.0222702,100,0.0
1628781388.1685886,101,0.0
1628781439.5056224,104,0.0
1628781456.666059,105,0.0
1628781490.687816,107,0.0
1628781507.793499,108,0.0
1628781524.9069817,109,0.0
1628781541.8634207,110,0.0
1628781559.0036807,111,0.0
1628781575.2027915,112,0.0
1628781592.1909683,113,0.0
1628781626.0878022,115,0.0
1628781642.9695435,116,0.0
1628781659.8255394,117,0.0
1628781676.9918764,118,0.0
1628781728.1756608,121,0.0
1628781744.9673202,122,0.0
1628781806.1399574,126,0.0
1628781823.32281,127,0.0
1628781857.7641783,129,0.0
1628781875.0526805,130,0.0
1628781886.12263,131,0.0
1628781903.1149354,132,0.0
1628781920.1812308,133,0.0
1628781954.6117928,135,0.0
1628781988.6103153,137,0.0
1628781999.2754438,138,0.0
1628782016.358513,139,0.0
1628782033.4005806,140,0.0
1628782050.6658452,141,0.0
1628782067.7205255,142,0.0
1628782102.027201,144,0.0
1628782119.1554956,145,0.0
1628782136.2205641,146,0.0
1628782153.151673,147,0.0
1628782170.238939,148,0.0
1628782218.299582,151,0.0
1628782287.0581725,155,0.0
1628782321.1039941,157,0.0
1628782338.1194756,158,0.0016666667070239782
1628782372.3996701,160,0.0016666667070239782
1628782389.7002213,161,0.0016666667070239782
1628782424.3772662,163,0.0016666667070239782
1628782441.9431114,164,0.0016666667070239782
1628782459.4013937,165,0.0016666667070239782
1628782494.3975983,167,0.0033333334140479565
1628782529.5890052,169,0.0033333334140479565
1628782564.5306373,171,0.0033333334140479565
1628782582.1583219,172,0.0033333334140479565
1628782599.9674413,173,0.0033333334140479565
1628782635.0073035,175,0.0033333334140479565
1628782652.5641701,176,0.0033333334140479565
1628782670.1902332,177,0.004999999888241291
1628782687.9787993,178,0.004999999888241291
1628782705.7385693,179,0.004999999888241291
1628782738.5477452,181,0.004999999888241291
1628782756.2418375,182,0.004999999888241291
1628782773.6395152,183,0.004999999888241291
1628782791.2741184,184,0.004999999888241291
1628782808.923908,185,0.004999999888241291
1628782826.8434455,186,0.004999999888241291
1628782844.538789,187,0.006666666828095913
1628782898.230567,190,0.006666666828095913
1628782916.0108795,191,0.006666666828095913
1628782933.9603903,192,0.006666666828095913
1628782950.8023849,193,0.006666666828095913
1628783004.1151943,196,0.006666666828095913
1628783057.6873016,199,0.008333333767950535
1628783075.398414,200,0.008333333767950535
1628783092.9954238,201,0.008333333767950535
1628783128.0055797,203,0.008333333767950535
1628783145.6692502,204,0.008333333767950535
1628783163.3838737,205,0.008333333767950535
1628783181.190363,206,0.008333333767950535
1628783216.2719705,208,0.009999999776482582
1628783233.9141762,209,0.009999999776482582
1628783245.8936152,210,0.009999999776482582
1628783281.43643,212,0.009999999776482582
1628783316.7893803,214,0.009999999776482582
1628783352.6285763,216,0.011666666716337204
1628783370.4941466,217,0.011666666716337204
1628783404.9326415,219,0.011666666716337204
1628783422.5873342,220,0.011666666716337204
1628783440.237139,221,0.011666666716337204
1628783457.7464807,222,0.011666666716337204
1628783475.5789688,223,0.011666666716337204
1628783510.8180876,225,0.011666666716337204
1628783528.231135,226,0.013333333656191826
1628783546.0076602,227,0.013333333656191826
1628783599.5510828,230,0.013333333656191826
1628783636.02727,232,0.013333333656191826
1628783654.6358984,233,0.013333333656191826
1628783689.7902665,235,0.013333333656191826
1628783707.8134782,236,0.014999999664723873
1628783725.7193198,237,0.014999999664723873
1628783744.282145,238,0.014999999664723873
1628783762.9983747,239,0.014999999664723873
1628783781.5473673,240,0.014999999664723873
1628783818.7184,242,0.014999999664723873
1628783836.9718466,243,0.014999999664723873
1628783873.7904954,245,0.014999999664723873
1628783892.2899532,246,0.01666666753590107
1628783910.8490825,247,0.01666666753590107
1628783929.2278218,248,0.01666666753590107
1628783946.7905657,249,0.01666666753590107
1628783965.406178,250,0.01666666753590107
1628784020.4951587,253,0.01666666753590107
1628784038.929011,254,0.01666666753590107
1628784057.2740464,255,0.01666666753590107
1628784076.1079285,256,0.018333332613110542
1628784113.0457625,258,0.018333332613110542
1628784131.6870227,259,0.018333332613110542
1628784150.2425601,260,0.018333332613110542
1628784168.976606,261,0.018333332613110542
1628784206.5062754,263,0.018333332613110542
1628784224.72378,264,0.018333332613110542
1628784318.288521,269,0.019999999552965164
1628784355.7928767,271,0.019999999552965164
1628784373.684417,272,0.019999999552965164
1628784429.5936224,275,0.021666666492819786
1628784446.5506988,276,0.021666666492819786
