Wall time,Step,Value
1628779732.466379,1,2.6627509593963623
1628779764.7294855,3,2.240891218185425
1628779781.1650968,4,2.194188356399536
1628779797.9065437,5,2.104187488555908
1628779875.6911683,10,1.8327292203903198
1628779892.090152,11,1.6975241899490356
1628779908.1725783,12,1.6831196546554565
1628779957.3400865,15,1.4496244192123413
1628779973.7763014,16,1.3514025211334229
1628779990.1539373,17,1.2517890930175781
1628780023.1553774,19,1.0475660562515259
1628780039.3349254,20,0.9841638803482056
1628780056.0721354,21,0.9158923625946045
1628780088.9737015,23,0.7593897581100464
1628780105.4425724,24,0.7177283763885498
1628780155.004568,27,0.5631527900695801
1628780171.713174,28,0.5288763046264648
1628780188.2115943,29,0.44330310821533203
1628780204.86925,30,0.41965168714523315
1628780221.6425338,31,0.43361103534698486
1628780268.8404005,34,0.3311960697174072
1628780285.4200656,35,0.3231467604637146
1628780319.1513724,37,0.24829068779945374
1628780335.947144,38,0.25457900762557983
1628780351.7417998,39,0.2536393702030182
1628780368.3553429,40,0.20924904942512512
1628780385.1662388,41,0.1860758364200592
1628780496.2496302,48,0.1057932898402214
1628780513.195127,49,0.13622045516967773
1628780530.0875618,50,0.10469337552785873
1628780546.9893064,51,0.08551976084709167
1628780563.8138108,52,0.07116848975419998
1628780580.5327058,53,0.07033412158489227
1628780597.5443158,54,0.0716002956032753
1628780614.4388275,55,0.06822700053453445
1628780631.4969625,56,0.09417616575956345
1628780665.4418378,58,0.0814141184091568
1628780716.326159,61,0.03553924709558487
1628780733.4658647,62,0.03205141797661781
1628780750.4542055,63,0.03933918476104736
1628780767.359156,64,0.025532465428113937
1628780801.3396406,66,0.03346065431833267
1628780818.263783,67,0.041193798184394836
1628780835.2167468,68,0.034759271889925
1628780852.1173818,69,0.021070830523967743
1628780886.3518903,71,0.013659324496984482
1628780903.4514775,72,0.011238393373787403
1628780937.5368295,74,0.010633011348545551
1628780971.3609164,76,0.010241392999887466
1628781004.948764,78,0.010039367713034153
1628781021.7998478,79,0.007009293884038925
1628781038.3866289,80,0.005115897860378027
1628781055.4752376,81,0.005297823343425989
1628781089.2110658,83,0.004604533314704895
1628781106.4885185,84,0.004826191812753677
1628781132.4410665,86,0.0041714864782989025
1628781149.516149,87,0.004596126265823841
1628781166.4976485,88,0.004274144768714905
1628781200.3568473,90,0.0034997796174138784
1628781217.6599011,91,0.003788047470152378
1628781302.7492797,96,0.0031876605935394764
1628781319.8729815,97,0.003095538355410099
1628781371.0222702,100,0.002540432848036289
1628781388.1685886,101,0.00282710837200284
1628781439.5056224,104,0.0026726992800831795
1628781456.666059,105,0.002766620833426714
1628781490.687816,107,0.00242145755328238
1628781507.793499,108,0.0024146861396729946
1628781524.9069817,109,0.0024874696973711252
1628781541.8634207,110,0.0022631287574768066
1628781559.0036807,111,0.00230768951587379
1628781575.2027915,112,0.0022580514196306467
1628781592.1909683,113,0.002230607671663165
1628781626.0878022,115,0.002260355046018958
1628781642.9695435,116,0.002086700638756156
1628781659.8255394,117,0.0021160102915018797
1628781676.9918764,118,0.002201694995164871
1628781728.1756608,121,0.0020432593300938606
1628781744.9673202,122,0.0019157769856974483
1628781806.1399574,126,0.0019349611829966307
