Wall time,Step,Value
1628835366.5189786,1,2.650012731552124
1628835397.6938381,3,2.2425789833068848
1628835413.9338038,4,2.157393217086792
1628835430.1421402,5,2.1459338665008545
1628835510.8792899,10,1.7865417003631592
1628835527.4446669,11,1.7091647386550903
1628835543.397697,12,1.6175711154937744
1628835589.9301703,15,1.4019867181777954
1628835606.3896668,16,1.3048502206802368
1628835622.66811,17,1.2189106941223145
1628835655.1597493,19,1.025546908378601
1628835671.4362805,20,0.9261038303375244
1628835688.0323656,21,0.8330644965171814
1628835720.5273724,23,0.7090863585472107
1628835733.4503956,24,0.6669790148735046
1628835782.5803168,27,0.5614966750144958
1628835798.5496085,28,0.5307931900024414
1628835814.8881161,29,0.4729030430316925
1628835831.1837165,30,0.4178811013698578
1628835847.641909,31,0.35973840951919556
1628835894.3447652,34,0.30607908964157104
1628835910.8461468,35,0.2914367914199829
1628835943.462792,37,0.2720823287963867
1628835959.9030912,38,0.2493395060300827
1628835976.3721406,39,0.24714922904968262
1628835992.7333162,40,0.20626655220985413
1628836009.2600603,41,0.158091202378273
1628836123.864147,48,0.1369522362947464
1628836140.330991,49,0.14003035426139832
1628836155.2551317,50,0.09848014265298843
1628836171.6256366,51,0.08751077204942703
1628836188.0250616,52,0.07798156142234802
1628836204.455159,53,0.05932697281241417
1628836221.056736,54,0.06965120881795883
1628836237.2565832,55,0.07428853213787079
1628836253.7471595,56,0.06550087034702301
1628836282.1258955,58,0.07129587978124619
1628836331.2076638,61,0.02764916978776455
1628836347.7717686,62,0.035628121346235275
1628836364.1603644,63,0.04150686040520668
1628836380.52992,64,0.02867494709789753
1628836413.0689821,66,0.016887923702597618
1628836429.240335,67,0.01644996926188469
1628836445.5512516,68,0.020218802616000175
1628836461.9658213,69,0.01592586189508438
1628836494.7624924,71,0.011338322423398495
1628836511.1850219,72,0.010267265141010284
1628836543.7705913,74,0.007152997422963381
1628836576.6830482,76,0.006406411528587341
1628836607.5108805,78,0.006992435548454523
1628836622.4331293,79,0.0060654086992144585
1628836638.5885618,80,0.005082577466964722
1628836655.2554398,81,0.004616810940206051
1628836688.3447468,83,0.004885279573500156
1628836704.9450734,84,0.004818220157176256
1628836726.6596532,86,0.004167057108134031
1628836743.2388313,87,0.004016068764030933
1628836759.7234588,88,0.004857397172600031
1628836792.738862,90,0.0034827410709112883
1628836809.073929,91,0.0035412576980888844
1628836885.887391,96,0.003389973659068346
1628836902.4921296,97,0.003255626652389765
1628836951.6815848,100,0.0028231621254235506
1628836968.288342,101,0.002941308543086052
1628837018.070425,104,0.0026366598904132843
1628837034.5062208,105,0.0027781163807958364
1628837067.4086814,107,0.002412047004327178
1628837083.8694828,108,0.0024089242797344923
1628837100.4044876,109,0.00236497656442225
1628837116.460651,110,0.0022148997522890568
1628837131.822445,111,0.0022732289507985115
1628837148.2513237,112,0.002205165568739176
1628837164.7130463,113,0.0022532630246132612
1628837197.5399106,115,0.002221722388640046
1628837214.0304542,116,0.002195577137172222
1628837230.5407577,117,0.002264817710965872
1628837247.0909822,118,0.002213051775470376
1628837296.6247814,121,0.0020037321373820305
1628837313.0551908,122,0.0019657458178699017
1628837378.9772522,126,0.0019939953926950693
1628837395.556146,127,0.0018948622746393085
1628837428.6632686,129,0.001833230024203658
1628837445.06934,130,0.0016305351164191961
1628837461.4780142,131,0.0016596129862591624
1628837477.958715,132,0.0017594402888789773
1628837494.5709088,133,0.0016902175266295671
1628837527.2152581,135,0.0017596528632566333
1628837560.6514413,137,0.001765571185387671
1628837577.1655443,138,0.0016300256829708815
1628837593.71037,139,0.0015779179520905018
1628837610.5032074,140,0.0015841338317841291
1628837626.9219332,141,0.0014856986235827208
1628837643.3935966,142,0.0016762358136475086
1628837672.4122915,144,0.001508990186266601
1628837688.8686829,145,0.0015323403058573604
1628837699.2615354,146,0.0015363217098638415
1628837715.786574,147,0.00152678694576025
1628837732.3654718,148,0.0014810907887294888
1628837771.1474576,151,0.0014269878156483173
1628837837.4885192,155,0.0013745252508670092
1628837869.2738426,157,0.0013408893719315529
1628837885.705991,158,0.0012465370818972588
1628837918.7395132,160,0.0012733247131109238
1628837935.173175,161,0.0012865333119407296
1628837967.6562717,163,0.0012736223870888352
1628837984.2294579,164,0.001390163553878665
1628837999.8435593,165,0.001264319522306323
1628838033.032209,167,0.0012574438005685806
1628838066.540952,169,0.0012195523595437407
1628838093.3601327,171,0.0011631265515461564
1628838108.8444283,172,0.0011668679071590304
1628838118.5040827,173,0.0011434193002060056
1628838151.5021822,175,0.0011321651982143521
1628838168.0975509,176,0.0012012312654405832
1628838184.4724994,177,0.001130416407249868
1628838201.0244465,178,0.0010680357227101922
1628838217.7712052,179,0.0011483019916340709
1628838250.6244552,181,0.0011436190688982606
1628838266.924108,182,0.0010748205240815878
1628838283.5851183,183,0.0010702833533287048
1628838300.1305175,184,0.0011314642615616322
1628838316.6796598,185,0.00103208445943892
1628838333.3155212,186,0.0011080350959673524
1628838349.6518018,187,0.001052282052114606
1628838399.5075371,190,0.0010100353974848986
1628838414.3963518,191,0.0010355972917750478
1628838430.8393295,192,0.001092790625989437
1628838447.509302,193,0.0010157112265005708
1628838497.297632,196,0.0010255164233967662
1628838545.356537,199,0.0009843859588727355
1628838560.732301,200,0.0009933954570442438
1628838576.064417,201,0.0008826652774587274
1628838609.0281224,203,0.0008956247474998236
1628838625.470932,204,0.0009249866707250476
1628838642.1020913,205,0.0009466863702982664
1628838658.659386,206,0.0010171864414587617
1628838691.8429546,208,0.0009511482203379273
1628838708.3971121,209,0.0009073963738046587
1628838724.9934373,210,0.0009164680959656835
1628838755.818707,212,0.0008929302566684783
