Wall time,Step,Value
1627866212.9343429,1,0.7578201985359192
1627866430.4672265,2,0.7938353610038757
1627866648.3027873,3,0.816184549331665
1627866866.2294486,4,0.8289428687095642
1627867084.583967,5,0.8331958341598511
1627867301.6907692,6,0.8363279891014099
1627867517.8877118,7,0.8286056613922119
1627867734.8643026,8,0.8291398286819458
1627867950.7798502,9,0.8322716355323792
1627868166.91659,10,0.8388910889625549
