Wall time,Step,Value
1627192426.5828836,1,0.5703703761100769
1627192427.2969828,2,0.6814814805984497
1627192428.0491838,3,0.7185184955596924
1627192428.7613661,4,0.7231481671333313
1627192429.4769478,5,0.7444444298744202
1627192430.1793168,6,0.7379629611968994
1627192430.9924471,7,0.7638888955116272
1627192431.6843653,8,0.770370364189148
1627192432.4355147,9,0.7666666507720947
1627192433.1573362,10,0.7666666507720947
1627192433.8579695,11,0.7870370149612427
1627192434.6198566,12,0.7962962985038757
1627192435.3358428,13,0.7851851582527161
1627192436.0697293,14,0.7916666865348816
1627192436.7895021,15,0.7861111164093018
1627192437.5442736,16,0.7925925850868225
1627192438.277121,17,0.8074073791503906
1627192439.033111,18,0.8037037253379822
1627192439.726937,19,0.8037037253379822
1627192441.1818573,20,0.8157407641410828
1627192441.872913,21,0.8203703761100769
1627192442.578929,22,0.824999988079071
1627192443.3037925,23,0.8407407402992249
1627192444.0360508,24,0.8472222089767456
1627192444.7763357,25,0.8361111283302307
1627192445.536053,26,0.8509259223937988
1627192446.2270367,27,0.8509259223937988
1627192446.962442,28,0.8370370268821716
1627192447.6673923,29,0.8675925731658936
1627192448.3790324,30,0.8601852059364319
1627192449.0770035,31,0.8583333492279053
1627192449.8345423,32,0.855555534362793
1627192450.5697446,33,0.8777777552604675
1627192451.3441474,34,0.8685185313224792
1627192452.0731559,35,0.8814814686775208
1627192452.7999034,36,0.8842592835426331
1627192453.5223975,37,0.8768518567085266
1627192454.2468176,38,0.8907407522201538
1627192454.9766421,39,0.8842592835426331
1627192455.679111,40,0.8907407522201538
1627192456.4072049,41,0.8925926089286804
1627192457.0955582,42,0.8907407522201538
1627192457.8221626,43,0.8870370388031006
1627192458.5487673,44,0.8879629373550415
1627192459.245159,45,0.8990740776062012
1627192459.973659,46,0.9009259343147278
1627192460.7166317,47,0.9074074029922485
1627192461.4472618,48,0.8907407522201538
1627192462.192817,49,0.8990740776062012
1627192462.9965115,50,0.9064815044403076
1627192463.7980635,51,0.8888888955116272
1627192464.5227387,52,0.9037036895751953
1627192465.282551,53,0.914814829826355
1627192466.0069025,54,0.9175925850868225
1627192466.6998641,55,0.8972222208976746
1627192467.3768659,56,0.9111111164093018
1627192468.0460346,57,0.9157407283782959
1627192468.7397332,58,0.9157407283782959
1627192469.4756753,59,0.914814829826355
1627192470.1840045,60,0.9203703999519348
1627192470.9137514,61,0.9101851582527161
1627192471.6378136,62,0.914814829826355
1627192472.371921,63,0.9111111164093018
1627192473.0651834,64,0.9222221970558167
